"","date","ozone","temperature","relative_humidity","numdeaths"
"1499",2006-02-07,30.9833679199219,7.21250009536743,72.7249984741211,153
"1500",2006-02-08,35.6716957092285,6.19999980926514,66.375,147
"1501",2006-02-09,25.5254993438721,3.33124995231628,51.9749984741211,135
"1502",2006-02-10,15.0027551651001,2.38750004768372,64.3000030517578,159
"1503",2006-02-11,11.1551485061646,2.79999995231628,70.625,142
"1504",2006-02-12,33.8278541564941,5.23124980926514,93.9000015258789,167
"1505",2006-02-13,23.5005893707275,8.625,81.375,176
"1506",2006-02-14,44.3779411315918,8.71249961853027,73.7249984741211,179
"1507",2006-02-15,53.8400688171387,9.13125038146973,73.0250015258789,178
"1508",2006-02-16,50.413143157959,6.875,76.1999969482422,165
"1509",2006-02-17,33.1957817077637,7.30625009536743,69,132
"1510",2006-02-18,14.2276458740234,4.3125,80.3249969482422,157
"1511",2006-02-19,22.2112216949463,4.63124990463257,92.0500030517578,163
"1512",2006-02-20,48.3802261352539,5.21250009536743,61.7750015258789,156
"1513",2006-02-21,48.5201225280762,3.65625,80.875,145
"1514",2006-02-22,41.7126388549805,2.77500009536743,81.9250030517578,156
"1515",2006-02-23,23.6935787200928,1.64999997615814,91.8499984741211,158
"1516",2006-02-24,28.3006381988525,1.95624995231628,70.3499984741211,193
"1517",2006-02-25,58.3538093566895,3.9375,59.5250015258789,173
"1518",2006-02-26,58.9832191467285,4.08750009536743,62.375,162
"1519",2006-02-27,30.5753192901611,3.78125,65.75,168
"1520",2006-02-28,41.9943504333496,3.16875004768372,53.5,163
"1521",2006-03-01,29.9657001495361,1.45624995231628,59.5730209350586,147
"1522",2006-03-02,19.7110652923584,1.16250002384186,63.7943153381348,145
"1523",2006-03-03,15.6812114715576,1.80624997615814,62.7249984741211,174
"1524",2006-03-04,23.9068622589111,0.743749976158142,61.4500007629395,156
"1525",2006-03-05,39.3427963256836,2.91249990463257,52.6460037231445,142
"1526",2006-03-06,26.3983879089355,3.99375009536743,62.9749984741211,163
"1527",2006-03-07,21.1070785522461,4.66249990463257,86.4749984741211,173
"1528",2006-03-08,17.0198097229004,8.16250038146973,90.9000015258789,158
"1529",2006-03-09,38.6703109741211,9.03750038146973,85,173
"1530",2006-03-10,53.7339286804199,6.00624990463257,65.0250015258789,162
"1531",2006-03-11,62.587043762207,3.875,68.9749984741211,127
"1532",2006-03-12,55.0782623291016,1.85625004768372,58.8250007629395,152
"1533",2006-03-13,57.1391983032227,2.26250004768372,45.8133811950684,187
"1534",2006-03-14,36.8929862976074,3.86875009536743,65.875,180
"1535",2006-03-15,28.1876754760742,6.21875,63.1500015258789,154
"1536",2006-03-16,53.8911056518555,1.84375,76.5999984741211,152
"1537",2006-03-17,68.1130599975586,3.27500009536743,68.4000015258789,155
"1538",2006-03-18,69.1135711669922,4.01249980926514,61.5749969482422,137
"1539",2006-03-19,72.5083847045898,5.5625,61.75,151
"1540",2006-03-20,58.3803825378418,3.96875,71.5999984741211,170
"1541",2006-03-21,61.3407669067383,3.74375009536743,54.2000007629395,145
"1542",2006-03-22,51.990478515625,3.05624985694885,52.6500015258789,161
"1543",2006-03-23,25.835636138916,5.125,40.1749992370605,168
"1544",2006-03-24,36.6533393859863,9.10624980926514,84.0999984741211,189
"1545",2006-03-25,59.2645721435547,11.1437501907349,77.0999984741211,159
"1546",2006-03-26,46.3216896057129,12.6605348587036,87,146
"1547",2006-03-27,71.7009963989258,11.96875,82.8000030517578,165
"1548",2006-03-28,62.220085144043,10.6062498092651,64.375,155
"1549",2006-03-29,49.7608108520508,9.86874961853027,70.3249969482422,168
"1550",2006-03-30,61.0514068603516,11.5687503814697,75.875,137
"1551",2006-03-31,65.107421875,12.6499996185303,63.2000007629395,169
"1552",2006-04-01,72.1843872070312,11.3187503814697,59.9000015258789,160
"1553",2006-04-02,72.1981506347656,9.77499961853027,73.4250030517578,119
"1554",2006-04-03,50.8335418701172,9.19374942779541,57.9000015258789,138
"1555",2006-04-04,54.8812217712402,5.55000019073486,53.7750015258789,148
"1556",2006-04-05,41.8423309326172,5.34375,40.4749984741211,134
"1557",2006-04-06,44.6005172729492,7.14374971389771,38.5750007629395,162
